build_id,axis,tier,solve_rate,push_kind,best_corridor_cm,worst_corridor_cm,n_solutions_with_no_route,xml
med_085,hmax2,med,0.09,needs_2_chain,30.0,7.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00072/env.xml
med_086,hmax2,med,0.1385,one_push,11.48,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00249/env.xml
med_087,hmax2,med,0.0917,needs_2_chain,30.0,3.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_513/rb_00002/env.xml
med_088,hmax2,med,0.1417,needs_2_chain,30.0,8.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_512/rb_00020/env.xml
med_089,hmax2,med,0.0923,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00339/env.xml
med_090,hmax2,med,0.1417,needs_2_chain,30.0,5.08,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_610/rb_00004/env.xml
med_091,hmax2,med,0.0933,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00033/env.xml
med_092,hmax2,med,0.1467,needs_2_chain,30.0,11.65,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00084/env.xml
med_093,hmax2,med,0.1,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00028/env.xml
med_094,hmax2,med,0.15,needs_2_chain,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00011/env.xml
med_095,hmax2,med,0.1037,needs_2_chain,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00034/env.xml
med_096,hmax2,med,0.152,needs_2_chain,30.0,9.89,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00007/env.xml
med_097,hmax2,med,0.104,needs_2_chain,30.0,14.37,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00004/env.xml
med_098,hmax2,med,0.1545,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_613/rb_00005/env.xml
med_099,hmax2,med,0.1071,needs_2_chain,30.0,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00049/env.xml
hard_000,hmax2,hard,0.0067,needs_2_chain,9.55,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00164/env.xml
hard_001,hmax2,hard,0.0067,needs_2_chain,10.74,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00295/env.xml
hard_002,hmax2,hard,0.0211,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00017/env.xml
hard_003,hmax2,hard,0.0133,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00458/env.xml
hard_004,hmax2,hard,0.0067,needs_2_chain,11.03,11.03,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00228/env.xml
hard_005,hmax2,hard,0.0067,needs_2_chain,9.1,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00007/env.xml
hard_006,hmax2,hard,0.0167,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00347/env.xml
hard_007,hmax2,hard,0.0067,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00012/env.xml
hard_008,hmax2,hard,0.0067,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00056/env.xml
hard_009,hmax2,hard,0.02,needs_2_chain,9.33,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00265/env.xml
hard_010,hmax2,hard,0.0077,needs_2_chain,8.76,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00316/env.xml
hard_011,hmax2,hard,0.0074,needs_2_chain,12.38,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00018/env.xml
hard_012,hmax2,hard,0.0267,needs_2_chain,30.0,11.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00068/env.xml
hard_013,hmax2,hard,0.008,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00018/env.xml
hard_014,hmax2,hard,0.0077,needs_2_chain,12.38,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00000/env.xml
hard_015,hmax2,hard,0.0267,needs_2_chain,8.99,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00063/env.xml
hard_016,hmax2,hard,0.008,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00008/env.xml
hard_017,hmax2,hard,0.008,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00008/env.xml
hard_018,hmax2,hard,0.0083,needs_2_chain,8.36,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00441/env.xml
hard_019,hmax2,hard,0.0083,needs_2_chain,8.36,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00010/env.xml
hard_020,hmax2,hard,0.0091,needs_2_chain,10.63,10.63,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00420/env.xml
hard_021,hmax2,hard,0.0083,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00079/env.xml
hard_022,hmax2,hard,0.0133,needs_2_chain,10.74,10.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00064/env.xml
hard_023,hmax2,hard,0.0087,needs_2_chain,8.76,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00325/env.xml
hard_024,hmax2,hard,0.0133,needs_2_chain,10.91,10.86,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00225/env.xml
hard_025,hmax2,hard,0.0133,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_506/rb_00012/env.xml
hard_026,hmax2,hard,0.0133,needs_2_chain,13.12,13.12,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00011/env.xml
hard_027,hmax2,hard,0.0143,needs_2_chain,11.14,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00071/env.xml
hard_028,hmax2,hard,0.0138,needs_2_chain,10.63,10.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00322/env.xml
hard_029,hmax2,hard,0.016,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00001/env.xml
hard_030,hmax2,hard,0.0154,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00012/env.xml
hard_031,hmax2,hard,0.016,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00014/env.xml
hard_032,hmax2,hard,0.016,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00009/env.xml
hard_033,hmax2,hard,0.0174,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00011/env.xml
hard_034,hmax2,hard,0.016,needs_2_chain,10.97,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00013/env.xml
hard_035,hmax2,hard,0.02,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00174/env.xml
hard_036,hmax2,hard,0.0167,needs_2_chain,10.12,10.12,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00083/env.xml
hard_037,hmax2,hard,0.025,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_524/rb_00009/env.xml
hard_038,hmax2,hard,0.0167,needs_2_chain,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00012/env.xml
hard_039,hmax2,hard,0.0286,needs_2_chain,10.91,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00026/env.xml
hard_040,hmax2,hard,0.0174,needs_2_chain,11.14,9.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00027/env.xml
hard_041,hmax2,hard,0.0296,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00003/env.xml
hard_042,hmax2,hard,0.0174,needs_2_chain,9.89,9.67,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00002/env.xml
hard_043,hmax2,hard,0.0333,needs_2_chain,30.0,12.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00122/env.xml
hard_044,hmax2,hard,0.02,needs_2_chain,10.46,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00035/env.xml
hard_045,hmax2,hard,0.0333,needs_2_chain,30.0,8.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00009/env.xml
hard_046,hmax2,hard,0.02,needs_2_chain,11.31,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00048/env.xml
hard_047,hmax2,hard,0.0333,needs_2_chain,13.57,13.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00013/env.xml
hard_048,hmax2,hard,0.02,needs_2_chain,30.0,11.37,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00005/env.xml
hard_049,hmax2,hard,0.0345,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00018/env.xml
hard_050,hmax2,hard,0.02,needs_2_chain,30.0,11.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00088/env.xml
hard_051,hmax2,hard,0.0348,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00064/env.xml
hard_052,hmax2,hard,0.0214,needs_2_chain,10.23,9.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00011/env.xml
hard_053,hmax2,hard,0.0385,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00004/env.xml
hard_054,hmax2,hard,0.0231,needs_2_chain,8.36,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00003/env.xml
hard_055,hmax2,hard,0.04,needs_2_chain,10.8,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00121/env.xml
hard_056,hmax2,hard,0.0231,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00014/env.xml
hard_057,hmax2,hard,0.04,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00016/env.xml
hard_058,hmax2,hard,0.025,needs_2_chain,11.88,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00015/env.xml
hard_059,hmax2,hard,0.04,needs_2_chain,30.0,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00004/env.xml
hard_060,hmax2,hard,0.025,needs_2_chain,12.16,11.54,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00008/env.xml
hard_061,hmax2,hard,0.04,needs_2_chain,30.0,6.04,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00010/env.xml
hard_062,hmax2,hard,0.025,needs_2_chain,8.82,8.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00008/env.xml
hard_063,hmax2,hard,0.04,needs_2_chain,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00006/env.xml
hard_064,hmax2,hard,0.025,needs_2_chain,8.93,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_604/rb_00009/env.xml
hard_065,hmax2,hard,0.0417,needs_2_chain,30.0,13.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_515/rb_00014/env.xml
hard_066,hmax2,hard,0.025,needs_2_chain,12.16,11.08,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_616/rb_00012/env.xml
hard_067,hmax2,hard,0.0435,needs_2_chain,12.5,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00019/env.xml
hard_068,hmax2,hard,0.0267,needs_2_chain,30.0,11.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00243/env.xml
hard_069,hmax2,hard,0.0462,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00207/env.xml
hard_070,hmax2,hard,0.0267,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00042/env.xml
hard_071,hmax2,hard,0.0467,needs_2_chain,30.0,13.52,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00091/env.xml
hard_072,hmax2,hard,0.0276,needs_2_chain,30.0,9.89,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00039/env.xml
hard_073,hmax2,hard,0.0467,needs_2_chain,12.21,12.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00053/env.xml
hard_074,hmax2,hard,0.0276,needs_2_chain,30.0,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_613/rb_00013/env.xml
hard_075,hmax2,hard,0.0476,needs_2_chain,14.25,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00071/env.xml
hard_076,hmax2,hard,0.0296,needs_2_chain,30.0,8.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_518/rb_00009/env.xml
hard_077,hmax2,hard,0.0483,needs_2_chain,30.0,13.86,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00408/env.xml
hard_078,hmax2,hard,0.0308,needs_2_chain,11.25,8.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00028/env.xml
hard_079,hmax2,hard,0.0483,needs_2_chain,30.0,12.89,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00035/env.xml
hard_080,hmax2,hard,0.0308,needs_2_chain,12.67,10.97,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_516/rb_00008/env.xml
hard_081,hmax2,hard,0.032,needs_2_chain,30.0,11.65,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_521/rb_00001/env.xml
hard_082,hmax2,hard,0.0333,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00018/env.xml
hard_083,hmax2,hard,0.037,needs_2_chain,30.0,8.93,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00216/env.xml
hard_084,hmax2,hard,0.037,needs_2_chain,30.0,30.0,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_522/rb_00000/env.xml
hard_085,hmax2,hard,0.04,needs_2_chain,11.93,8.48,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00406/env.xml
hard_086,hmax2,hard,0.04,one_push,30.0,9.27,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00043/env.xml
hard_087,hmax2,hard,0.04,needs_2_chain,12.78,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00191/env.xml
hard_088,hmax2,hard,0.0417,needs_2_chain,30.0,1.96,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00011/env.xml
hard_089,hmax2,hard,0.0435,needs_2_chain,14.65,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00003/env.xml
hard_090,hmax2,hard,0.0467,needs_2_chain,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00052/env.xml
hard_091,hmax2,hard,0.0467,needs_2_chain,13.18,9.55,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00048/env.xml
hard_092,hmax2,hard,0.0483,needs_2_chain,30.0,12.44,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00017/env.xml
easy_000,1push,easy,0.4696,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_403/rb_00001/env.xml
easy_001,1push,easy,0.6154,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00078/env.xml
easy_002,1push,easy,0.304,one_push,30.0,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
easy_003,1push,easy,0.3,one_push,30.0,11.37,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00073/env.xml
easy_004,1push,easy,0.3,one_push,30.0,10.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00133/env.xml
easy_005,1push,easy,0.3,one_push,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml
easy_006,1push,easy,0.4706,one_push,30.0,11.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00154/env.xml
easy_007,1push,easy,0.6889,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_008,1push,easy,0.3067,one_push,30.0,11.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00033/env.xml
easy_009,1push,easy,0.3,one_push,30.0,8.36,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00022/env.xml
easy_010,1push,easy,0.3,one_push,13.57,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00039/env.xml
easy_011,1push,easy,0.3067,one_push,30.0,9.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00069/env.xml
easy_012,1push,easy,0.4815,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml
easy_013,1push,easy,0.7,one_push,30.0,11.25,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_014,1push,easy,0.3417,one_push,30.0,9.16,0,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_614/rb_00013/env.xml
easy_015,1push,easy,0.3,one_push,30.0,13.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00053/env.xml
easy_016,1push,easy,0.32,one_push,30.0,10.69,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00030/env.xml
easy_017,1push,easy,0.32,one_push,30.0,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00008/env.xml
easy_018,1push,easy,0.5,one_push,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00197/env.xml
easy_019,1push,easy,0.7037,one_push,30.0,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_020,1push,easy,0.3467,one_push,30.0,10.35,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00006/env.xml
easy_021,1push,easy,0.3059,one_push,30.0,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00288/env.xml
easy_022,1push,easy,0.3333,one_push,13.12,10.18,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00200/env.xml
easy_023,1push,easy,0.32,one_push,30.0,11.42,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00024/env.xml
easy_024,1push,easy,0.5067,one_push,30.0,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00123/env.xml
easy_025,1push,easy,0.704,one_push,30.0,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00062/env.xml
easy_026,1push,easy,0.3467,one_push,13.18,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00055/env.xml
easy_027,1push,easy,0.3059,one_push,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00010/env.xml
easy_028,1push,easy,0.3333,one_push,30.0,9.1,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00021/env.xml
easy_029,1push,easy,0.3333,one_push,30.0,11.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00006/env.xml
easy_030,1push,easy,0.5071,one_push,15.78,10.46,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00159/env.xml
easy_031,1push,easy,0.7043,one_push,30.0,12.38,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00085/env.xml
easy_032,1push,easy,0.3471,one_push,14.25,9.95,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00277/env.xml
easy_033,1push,easy,0.3077,one_push,30.0,9.33,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00283/env.xml
easy_034,1push,easy,0.3429,one_push,11.99,11.14,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00036/env.xml
easy_035,1push,easy,0.3556,one_push,30.0,10.63,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00012/env.xml
easy_036,1push,easy,0.512,one_push,30.0,9.72,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_037,1push,easy,0.7067,one_push,30.0,11.99,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00042/env.xml
easy_038,1push,easy,0.36,one_push,14.54,11.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00072/env.xml
easy_039,1push,easy,0.3143,one_push,13.29,10.74,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00188/env.xml
easy_040,1push,easy,0.36,one_push,30.0,12.5,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00497/env.xml
easy_041,1push,easy,0.3778,one_push,13.01,8.82,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00002/env.xml
easy_042,1push,easy,0.513,one_push,14.37,10.8,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00138/env.xml
easy_043,1push,easy,0.7067,one_push,30.0,9.61,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_044,1push,easy,0.3769,one_push,11.25,10.57,0,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00019/env.xml
easy_045,1push,easy,0.3143,one_push,14.03,10.23,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00055/env.xml
easy_046,1push,easy,0.38,one_push,30.0,9.21,0,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00020/env.xml
easy_047,1push,easy,0.42,one_push,30.0,10.46,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00473/env.xml
easy_048,1push,easy,0.5185,one_push,30.0,11.59,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00060/env.xml
easy_049,1push,easy,0.7071,one_push,30.0,11.2,0,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00038/env.xml
easy_050,1push,easy,0.3867,one_push,14.25,11.76,0,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00407/env.xml
