axis,build_id,edge,depth,offset_cm,offset_frac,face,xml
hmax2,med_069,1,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,1,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,1,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,1,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,3,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,3,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,3,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,3,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,3,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,5,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,5,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,5,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,5,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,5,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,7,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,7,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,7,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,7,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,7,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,9,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,9,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,9,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,9,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,9,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,11,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,11,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,11,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,11,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,11,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,13,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,13,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,13,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,13,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,13,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,15,0,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,15,1,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,15,2,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,15,3,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,15,4,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,17,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,17,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,17,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,17,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,17,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,19,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,19,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,19,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,19,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,19,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,21,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,21,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,21,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,21,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,21,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,23,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,23,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,23,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,23,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,23,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,25,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,25,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,25,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,25,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,25,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,27,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,27,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,27,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,27,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,27,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,29,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,29,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,29,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,29,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,29,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,31,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,31,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,31,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,31,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,31,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,33,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,33,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,33,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,33,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,33,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,35,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,35,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,35,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,35,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,35,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,37,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,37,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,37,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,37,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,37,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,39,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,39,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,39,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,39,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,39,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,41,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,41,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,41,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,41,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,41,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,43,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,43,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,43,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,43,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,43,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,45,0,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,45,1,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,45,2,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,45,3,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,45,4,0.0,0.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,47,0,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,47,1,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,47,2,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,47,3,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,47,4,1.071,0.1429,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,49,0,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,49,1,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,49,2,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,49,3,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,49,4,2.143,0.2857,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,51,0,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,51,1,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,51,2,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,51,3,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,51,4,3.214,0.4286,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,53,0,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,53,1,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,53,2,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,53,3,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,53,4,4.286,0.5714,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,55,0,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,55,1,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,55,2,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,55,3,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,55,4,5.357,0.7143,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,57,0,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,57,1,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,57,2,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,57,3,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,57,4,6.429,0.8571,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,59,0,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,59,1,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,59,2,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,59,3,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
hmax2,med_069,59,4,7.5,1.0,short,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
1push,easy_002,1,0,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,1,1,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,1,2,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,1,3,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,1,4,3.5,1.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,3,0,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,3,1,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,3,2,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,3,3,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,3,4,3.0,0.8571,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,5,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,5,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,5,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,5,3,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,5,4,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,7,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,7,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,7,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,7,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,7,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,9,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,9,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,9,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,9,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,9,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,11,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,11,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,11,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,11,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,11,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,13,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,13,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,13,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,13,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,13,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,15,0,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,15,1,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,15,2,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,15,3,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,15,4,0.0,0.0,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,17,0,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,17,1,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,17,2,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,17,3,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,17,4,0.5,0.1429,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,19,0,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,19,1,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,19,2,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,19,3,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,19,4,1.0,0.2857,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,21,0,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,21,1,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,21,2,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,21,3,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,21,4,1.5,0.4286,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,23,0,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,23,1,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,23,2,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,23,3,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,23,4,2.0,0.5714,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,25,0,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,25,1,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
1push,easy_002,25,2,2.5,0.7143,long,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_603/rb_00012/env.xml
