build_id,axis,tier,verdict,retarget_cm,n_solutions_measured,n_solutions_strict,solve_rate,xml
easy_033,hmax2,easy,strict,0.0,8,6,0.331,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00065/env.xml
easy_034,hmax2,easy,strict,0.0,8,8,0.4333,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00049/env.xml
easy_035,hmax2,easy,strict,0.0,8,8,0.45,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00016/env.xml
easy_036,hmax2,easy,strict,0.0,8,8,0.7692,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00067/env.xml
easy_037,hmax2,easy,strict,0.0,8,5,0.7895,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00091/env.xml
easy_038,hmax2,easy,strict,0.0,8,8,0.3385,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00009/env.xml
easy_039,hmax2,easy,strict,0.0,8,6,0.3385,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_608/rb_00015/env.xml
easy_040,hmax2,easy,strict,0.0,8,8,0.4462,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00020/env.xml
easy_041,hmax2,easy,strict,0.0,8,5,0.4533,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00177/env.xml
easy_042,hmax2,easy,strict,0.0,8,8,0.7778,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00026/env.xml
easy_043,hmax2,easy,strict,0.0,8,8,0.8,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00190/env.xml
easy_044,hmax2,easy,strict,0.0,8,7,0.3481,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_611/rb_00006/env.xml
easy_045,hmax2,easy,strict,0.0,8,7,0.34,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00017/env.xml
easy_046,hmax2,easy,strict,0.0,8,8,0.4571,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00018/env.xml
easy_047,hmax2,easy,strict,0.0,8,7,0.475,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00057/env.xml
easy_048,hmax2,easy,strict,0.0,8,8,0.7778,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00002/env.xml
easy_049,hmax2,easy,strict,0.0,8,8,0.8,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00064/env.xml
easy_050,hmax2,easy,strict,0.0,8,8,0.35,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00064/env.xml
easy_051,hmax2,easy,strict,0.0,8,8,0.3429,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00148/env.xml
easy_052,hmax2,easy,strict,0.0,8,8,0.4667,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00048/env.xml
easy_053,hmax2,easy,strict,0.0,8,8,0.48,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00155/env.xml
easy_054,hmax2,easy,strict,0.0,8,6,0.7778,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_408/rb_00054/env.xml
easy_055,hmax2,easy,strict,0.0,8,8,0.8143,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00038/env.xml
easy_056,hmax2,easy,strict,0.0,8,2,0.3563,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00188/env.xml
easy_057,hmax2,easy,strict,0.0,8,8,0.3448,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00050/env.xml
easy_058,hmax2,easy,strict,0.0,8,6,0.4714,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00341/env.xml
easy_059,hmax2,easy,strict,0.0,8,8,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00352/env.xml
easy_060,hmax2,easy,strict,0.0,8,8,0.7826,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_411/rb_00026/env.xml
easy_061,hmax2,easy,strict,0.0,8,8,0.8148,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_410/rb_00045/env.xml
easy_062,hmax2,easy,strict,0.0,8,7,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00006/env.xml
easy_063,hmax2,easy,strict,0.0,8,6,0.3538,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00073/env.xml
easy_064,hmax2,easy,strict,0.0,8,8,0.4769,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00020/env.xml
easy_065,hmax2,easy,strict,0.0,8,7,0.5286,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00077/env.xml
easy_066,hmax2,easy,strict,0.0,8,8,0.7833,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_405/rb_00024/env.xml
easy_067,hmax2,easy,strict,0.0,8,8,0.8148,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_412/rb_00073/env.xml
easy_068,hmax2,easy,strict,0.0,8,8,0.36,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00007/env.xml
easy_069,hmax2,easy,strict,0.0,8,7,0.3615,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00001/env.xml
easy_070,hmax2,easy,strict,0.0,5,5,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00194/env.xml
easy_071,hmax2,easy,strict,0.0,8,8,0.55,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00060/env.xml
easy_072,hmax2,easy,strict,0.0,8,6,0.784,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00199/env.xml
easy_073,hmax2,easy,strict,0.0,8,6,0.8214,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_402/rb_00024/env.xml
easy_074,hmax2,easy,strict,0.0,8,7,0.3667,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00003/env.xml
easy_075,hmax2,easy,strict,0.0,8,6,0.3619,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00443/env.xml
easy_076,hmax2,easy,strict,0.0,8,7,0.5,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00423/env.xml
easy_077,hmax2,easy,strict,0.0,8,8,0.57,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00067/env.xml
easy_078,hmax2,easy,strict,0.0,8,8,0.7846,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00051/env.xml
easy_079,hmax2,easy,strict,0.0,8,8,0.8267,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00066/env.xml
easy_080,hmax2,easy,strict,0.0,8,6,0.3667,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_514/rb_00003/env.xml
easy_081,hmax2,easy,strict,0.0,8,8,0.363,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00073/env.xml
easy_082,hmax2,easy,strict,0.0,8,8,0.5053,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00032/env.xml
easy_083,hmax2,easy,strict,0.0,8,8,0.5714,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00038/env.xml
easy_084,hmax2,easy,strict,0.0,8,8,0.7857,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00171/env.xml
easy_085,hmax2,easy,strict,0.0,8,8,0.8286,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00064/env.xml
easy_086,hmax2,easy,strict,0.0,8,8,0.3704,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00009/env.xml
easy_087,hmax2,easy,strict,0.0,8,4,0.3643,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00080/env.xml
easy_088,hmax2,easy,strict,0.0,8,8,0.5077,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00274/env.xml
easy_089,hmax2,easy,strict,0.0,8,2,0.58,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00064/env.xml
easy_090,hmax2,easy,strict,0.0,8,8,0.7931,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_401/rb_00021/env.xml
easy_091,hmax2,easy,strict,0.0,8,8,0.8333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_404/rb_00027/env.xml
easy_092,hmax2,easy,strict,0.0,8,8,0.3714,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00094/env.xml
easy_093,hmax2,easy,strict,0.0,8,8,0.3667,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00147/env.xml
easy_094,hmax2,easy,retarget,3.0,8,0,0.5375,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00030/env.xml
easy_095,hmax2,easy,strict,0.0,8,7,0.6,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00037/env.xml
easy_096,hmax2,easy,strict,0.0,8,8,0.8,/common/users/dm1487/scratch_namo/real_buildable/pool1/easy/rb_00162/env.xml
easy_097,hmax2,easy,strict,0.0,8,8,0.8333,/common/users/dm1487/scratch_namo/real_buildable/pool3/h2_406/rb_00045/env.xml
easy_098,hmax2,easy,strict,0.0,8,8,0.376,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00008/env.xml
easy_099,hmax2,easy,strict,0.0,8,7,0.3714,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00058/env.xml
med_000,hmax2,med,retarget,1.0,6,0,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_512/rb_00004/env.xml
med_001,hmax2,med,strict,0.0,6,4,0.05,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_502/rb_00010/env.xml
med_002,hmax2,med,retarget,3.0,1,0,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_204/rb_00078/env.xml
med_003,hmax2,med,strict,0.0,4,4,0.0571,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00061/env.xml
med_004,hmax2,med,strict,0.0,7,7,0.0519,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00025/env.xml
med_005,hmax2,med,strict,0.0,6,6,0.0522,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_208/rb_00005/env.xml
med_006,hmax2,med,strict,0.0,5,5,0.1667,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00224/env.xml
med_007,hmax2,med,strict,0.0,2,2,0.0571,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00064/env.xml
med_008,hmax2,med,strict,0.0,6,3,0.0522,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_506/rb_00006/env.xml
med_009,hmax2,med,strict,0.0,8,8,0.0533,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00234/env.xml
med_010,hmax2,med,strict,0.0,5,4,0.1667,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00066/env.xml
med_011,hmax2,med,strict,0.0,1,1,0.1,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00075/env.xml
med_012,hmax2,med,strict,0.0,8,3,0.0533,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00284/env.xml
med_013,hmax2,med,strict,0.0,8,5,0.0533,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00070/env.xml
med_014,hmax2,med,strict,0.0,8,7,0.1714,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00065/env.xml
med_015,hmax2,med,strict,0.0,3,3,0.12,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00463/env.xml
med_016,hmax2,med,strict,0.0,8,8,0.0533,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00077/env.xml
med_017,hmax2,med,strict,0.0,8,8,0.0552,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00130/env.xml
med_018,hmax2,med,strict,0.0,8,8,0.1882,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00444/env.xml
med_019,hmax2,med,strict,0.0,5,5,0.125,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00135/env.xml
med_020,hmax2,med,strict,0.0,7,7,0.0538,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_517/rb_00002/env.xml
med_021,hmax2,med,retarget,2.0,8,0,0.0571,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00011/env.xml
med_022,hmax2,med,strict,0.0,8,8,0.1882,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00448/env.xml
med_023,hmax2,med,strict,0.0,2,2,0.1333,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00013/env.xml
med_024,hmax2,med,strict,0.0,7,7,0.0538,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_607/rb_00008/env.xml
med_025,hmax2,med,strict,0.0,7,7,0.0583,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_601/rb_00013/env.xml
med_026,hmax2,med,strict,0.0,8,8,0.2235,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00114/env.xml
med_027,hmax2,med,strict,0.0,8,5,0.15,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00327/env.xml
med_028,hmax2,med,strict,0.0,8,7,0.0552,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00019/env.xml
med_029,hmax2,med,strict,0.0,8,1,0.0593,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_507/rb_00007/env.xml
med_030,hmax2,med,strict,0.0,8,5,0.2286,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00067/env.xml
med_031,hmax2,med,strict,0.0,5,5,0.25,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_205/rb_00050/env.xml
med_032,hmax2,med,strict,0.0,8,8,0.0552,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00026/env.xml
med_033,hmax2,med,strict,0.0,8,8,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00096/env.xml
med_034,hmax2,med,strict,0.0,8,7,0.2429,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00126/env.xml
med_035,hmax2,med,strict,0.0,7,2,0.0583,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_520/rb_00003/env.xml
med_036,hmax2,med,strict,0.0,8,5,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00138/env.xml
med_037,hmax2,med,strict,0.0,4,4,0.2667,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00060/env.xml
med_038,hmax2,med,strict,0.0,7,6,0.0583,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_614/rb_00002/env.xml
med_039,hmax2,med,strict,0.0,8,8,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00013/env.xml
med_040,hmax2,med,strict,0.0,8,8,0.2714,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00015/env.xml
med_041,hmax2,med,strict,0.0,8,1,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00060/env.xml
med_042,hmax2,med,strict,0.0,8,8,0.0643,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00009/env.xml
med_043,hmax2,med,strict,0.0,8,8,0.2857,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_203/rb_00064/env.xml
med_044,hmax2,med,strict,0.0,8,6,0.06,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00022/env.xml
med_045,hmax2,med,retarget,1.5,7,0,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00066/env.xml
med_046,hmax2,med,strict,0.0,8,8,0.0621,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00019/env.xml
med_047,hmax2,med,strict,0.0,8,7,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00279/env.xml
med_048,hmax2,med,strict,0.0,8,8,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00292/env.xml
med_049,hmax2,med,strict,0.0,8,6,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_201/rb_00014/env.xml
med_050,hmax2,med,retarget,2.0,8,0,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00011/env.xml
med_051,hmax2,med,strict,0.0,8,7,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00086/env.xml
med_052,hmax2,med,strict,0.0,8,8,0.0692,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00180/env.xml
med_053,hmax2,med,strict,0.0,8,5,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_302/rb_00068/env.xml
med_054,hmax2,med,strict,0.0,8,7,0.072,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00195/env.xml
med_055,hmax2,med,strict,0.0,7,4,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00026/env.xml
med_056,hmax2,med,strict,0.0,8,6,0.072,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00239/env.xml
med_057,hmax2,med,retarget,2.0,8,0,0.0667,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00084/env.xml
med_058,hmax2,med,strict,0.0,8,6,0.072,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_501/rb_00014/env.xml
med_059,hmax2,med,strict,0.0,8,3,0.0733,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00003/env.xml
med_060,hmax2,med,strict,0.0,8,6,0.0769,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00002/env.xml
med_061,hmax2,med,strict,0.0,8,6,0.075,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_523/rb_00004/env.xml
med_062,hmax2,med,strict,0.0,8,8,0.0786,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00095/env.xml
med_063,hmax2,med,strict,0.0,8,4,0.0762,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00008/env.xml
med_064,hmax2,med,retarget,0.5,8,0,0.08,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00075/env.xml
med_065,hmax2,med,strict,0.0,8,8,0.0786,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_514/rb_00011/env.xml
med_066,hmax2,med,strict,0.0,8,6,0.0867,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00075/env.xml
med_067,hmax2,med,strict,0.0,8,4,0.08,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_206/rb_00020/env.xml
med_068,hmax2,med,strict,0.0,8,7,0.0917,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_606/rb_00003/env.xml
med_069,hmax2,med,strict,0.0,8,5,0.08,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00041/env.xml
med_070,hmax2,med,strict,0.0,8,8,0.0966,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_618/rb_00002/env.xml
med_071,hmax2,med,strict,0.0,8,1,0.08,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00055/env.xml
med_072,hmax2,med,strict,0.0,8,2,0.1,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00393/env.xml
med_073,hmax2,med,strict,0.0,8,3,0.08,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00084/env.xml
med_074,hmax2,med,strict,0.0,8,4,0.104,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_504/rb_00010/env.xml
med_075,hmax2,med,strict,0.0,8,7,0.0828,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00041/env.xml
med_076,hmax2,med,strict,0.0,8,6,0.1083,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00014/env.xml
med_077,hmax2,med,strict,0.0,8,5,0.0833,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_513/rb_00009/env.xml
med_078,hmax2,med,strict,0.0,8,8,0.1259,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00020/env.xml
med_079,hmax2,med,strict,0.0,8,7,0.0867,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00129/env.xml
med_080,hmax2,med,strict,0.0,8,5,0.128,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00006/env.xml
med_081,hmax2,med,strict,0.0,8,5,0.0867,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00026/env.xml
med_082,hmax2,med,strict,0.0,8,8,0.136,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_505/rb_00005/env.xml
med_083,hmax2,med,strict,0.0,8,5,0.087,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_202/rb_00063/env.xml
med_084,hmax2,med,strict,0.0,8,8,0.1375,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00366/env.xml
med_085,hmax2,med,strict,0.0,8,5,0.09,/common/users/dm1487/scratch_namo/real_buildable/pool2/hard_207/rb_00072/env.xml
med_086,hmax2,med,strict,0.0,8,8,0.1385,/common/users/dm1487/scratch_namo/real_buildable/pool1/med/rb_00249/env.xml
med_087,hmax2,med,strict,0.0,8,7,0.0917,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_513/rb_00002/env.xml
med_088,hmax2,med,strict,0.0,8,8,0.1417,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_512/rb_00020/env.xml
med_089,hmax2,med,strict,0.0,8,6,0.0923,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00339/env.xml
med_090,hmax2,med,strict,0.0,8,7,0.1417,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_610/rb_00004/env.xml
med_091,hmax2,med,retarget,0.5,8,0,0.0933,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_304/rb_00033/env.xml
med_092,hmax2,med,strict,0.0,8,8,0.1467,/common/users/dm1487/scratch_namo/real_buildable/pool1/hard/rb_00084/env.xml
med_093,hmax2,med,strict,0.0,8,7,0.1,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_301/rb_00028/env.xml
med_094,hmax2,med,retarget,1.0,8,0,0.15,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_602/rb_00011/env.xml
med_095,hmax2,med,strict,0.0,8,8,0.1037,/common/users/dm1487/scratch_namo/real_buildable/pool2/med_303/rb_00034/env.xml
med_096,hmax2,med,strict,0.0,8,7,0.152,/common/users/dm1487/scratch_namo/real_buildable/pool4/j_508/rb_00007/env.xml
med_097,hmax2,med,strict,0.0,8,6,0.104,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_619/rb_00004/env.xml
med_098,hmax2,med,strict,0.0,8,8,0.1545,/common/users/dm1487/scratch_namo/real_buildable/pool4b/j_613/rb_00005/env.xml
